CustomerID,name,address,DoubleLR,PlaceID,telephone,email,vendorCode,fax,eccNo,vatNo,cstNo,OpeningBalance,OpeningBalType,OpeningBalDate,ClosingBalance,ClosingBalType,ClosingBalDate,gstNo
139,GANDHI MEDICAL(SANGHAVI),SANGAVI,0,429,,,,,,,,0.00,1,2017-08-01 19:43:50.000,0.00,1,2017-08-01 19:43:50.000,
140,NEW ERA ADHESIVE AND SEALANTS P.L,WAGHOLI,0,370,9604003694,,,,,,,0.00,1,2019-04-15 18:46:03.270,0.00,1,2023-10-02 17:37:45.000,
141,TULASHI ENTERPRIESES,PHURSUNGI,0,305,,,,,,,,0.00,1,,0.00,1,,
142,AJIT HARDWARE&ELECTRICAL,SANGAVI,0,429,,,,,,,,0.00,1,2017-08-01 13:51:24.533,0.00,1,2017-08-01 13:51:24.533,
143,PASHU JIVAN,HADAPSAR,0,305,,,,,,,,0.00,1,,0.00,1,,
144,TAWARE SANTOSH MADHUKAR,SANGAVI,0,305,,,,,,,,0.00,1,,0.00,1,,
145,AUTO XPERTS,URALI DEVACHI,0,305,"9373508340,9373508342",,,,,,,0.00,1,,0.00,1,,
146,LAXMI MOTORS,MANGELVEDHA,0,393,9890195154,,,,,,,0.00,1,2017-08-01 13:52:48.047,0.00,1,2017-08-01 13:52:48.047,
147,VARDHAMAN MEDITRADE LLP,PHURSUNGI,0,305,,,,,,,,0.00,1,2022-09-21 15:45:21.977,172965.00,1,2023-10-05 17:14:04.000,27AAKFV4770G1ZS
148,AMRUT PHARMACEUTICAL,MANGALVEDHA,0,393,9404691333,,,,,,,0.00,1,2019-04-09 18:59:17.953,0.00,1,2019-04-09 18:59:17.953,27AQVPJ4973C1ZE
149,OMKAR AUTOMOBILES,MANGALVEDHA,0,393,,,,,,,,0.00,1,2017-08-03 18:18:39.270,0.00,1,2017-08-03 18:18:39.270,
150,WELLNESS INDIA,URULI DEVACHI,0,305,9325005200,,,,,,,0.00,1,2019-04-08 13:08:48.010,1915.00,1,2023-10-05 17:06:39.000,27AABFW9453E1Z1
151,SIDDESHWAR DRUG HOUSE(SANGOLA),SANGOLA,0,390,7028145252,,,,,,,0.00,1,2017-08-03 18:33:43.000,0.00,1,2017-08-03 18:33:43.000,
152,SHRI GANESH TYRE SALES AND SERVICES,BHOR,0,431,,,,,,,,0.00,1,2017-08-01 19:35:27.000,0.00,1,2017-08-01 19:35:27.000,27AGTPH7264C1Z5
153,SAVITA OIL TECHNOLOGIES LTD,WAGHOLI,0,370,,,,,,,,0.00,1,,0.00,1,,
154,TANAY AUTO LINES,MANGALVEDHA,0,393,,,,,,,,0.00,1,2017-08-03 18:21:25.747,0.00,1,2017-08-03 18:21:25.747,
155,MANSEE MEDICAL,URULI KANCHAN ,0,432,8552041849,,,,,,,0.00,1,2020-10-30 20:19:25.810,110.00,1,2020-10-30 20:19:25.810,
156,SHAH AUTO COMPONENTS PVT LTD,URULI DEVACHI,0,305,8308819103,,,,,,,0.00,1,2021-05-21 12:03:28.243,7010.00,1,2021-07-17 12:24:47.000,27ABFCS7493G1ZU
157,HIRA AUTO SPARES,URULI KANCHAN,0,432,9422353978,,,,,,,0.00,1,,0.00,1,,
1157,PARTH PHARMACEUTICALS,URULI KANCHAN,0,432,,,,,,,,0.00,1,,0.00,1,,
1158,AMBEY PHARMA,WADKI,0,305,9021742392,,,,,,,0.00,1,2019-10-25 13:18:37.840,21030.00,1,2021-07-07 13:49:32.000,
1159,CHEEMA GOODS TRANSPORT CO.,PHURSUNGI,0,305,,,,,,,,0.00,1,,0.00,1,,
1160,SUNDERLAL ENTERPRISE,URULI KANCHAN,0,432,,,,,,,,0.00,1,,0.00,1,,
1161,RAJ SALES CORPORATION,PHURSUNGI,0,305,9822289084,,,,,,,0.00,1,2019-03-15 18:20:53.300,468.00,2,2022-05-04 14:37:27.000,27AZCPS4118A1ZP
1162,MAHALAXMI PLYWOOD,BARAMATI,0,372,,,,,,,,0.00,1,,0.00,1,,
1163,PLANET SPARES,URULI DEVACHI,0,305,9373508303,,,,,,,0.00,1,2017-08-01 15:16:41.310,0.00,1,2017-08-01 15:16:41.310,
1164,BALAJI MOTORS,BARAMATI,0,372,9890111488,,,,,,,0.00,1,,0.00,1,,
1165,BARAMATI AUTOMOTIVE,BARAMATI,0,372,8308831702,,,,,,,0.00,1,,0.00,1,,
1166,AUTOLIFE ENTERPRISES,WAGHOLI,0,370,9503392937,,,,,,,0.00,1,2019-04-15 16:44:56.490,1200.00,1,2019-04-15 16:44:56.490,
1167,MAYURESHWAR AUTOLINE,MORGAO,0,,9850074996,,,,,,,0.00,1,,0.00,1,,
1168,ALSTONE MANUFACTURING P.L,WADKI,0,305,9373105010,,,,,,,0.00,1,2021-12-08 17:17:33.700,0.00,1,2021-12-08 17:17:33.700,
1169,S.ENGINEERING WORK,NATEPUTE,0,392,"9921697278,",,,,,,,0.00,1,,0.00,1,,
1170,UNIQUE ENTERPRISE,PHURSUNGI,0,305,,,,,,,,0.00,1,,0.00,1,,
1171,SHRI GANESH TRADERS,NIMGAON KETKI,0,,9860182903,,,,,,,0.00,1,,0.00,1,,
1172,SIDDHIVINAYAK  TYRES.,YAVAT,0,387,"9623252714,9730849771",,,,,,,0.00,1,2019-05-11 18:40:38.453,1410.00,1,2019-05-11 18:40:38.453,
1173,L.G BALAKRISHNAN&BROS.LTD,PHURSUNGI,0,305,020-26878921,,,,,,,0.00,1,2019-04-08 18:40:09.550,870.00,2,2023-10-05 17:01:36.000,27AAACL3740P1Z7
1174,SHREE AUTOMOBILES,AKLUJ,0,389,,,,,,,,0.00,1,,0.00,1,,
1175,PARIMAL AGENCIE,URULI DEVACHI,0,305,9822451614,,,,,,,0.00,1,2019-03-15 18:14:57.723,580.00,1,2019-11-02 15:11:28.000,AJPPM5696Q1ZW
1176,SADEEK AGENCIES,AKLUJ,0,389,,,,,,,,0.00,1,,0.00,1,,
1177,SUDARSHAN AGENCIE,NIRA,0,377,9158077353,,,,,,,0.00,1,,0.00,1,,
1178,MAJOR TYRE HOUSE,MANGALWEDHA,0,393,9423333442,,,,,,,0.00,1,2017-08-03 18:17:45.363,0.00,1,2017-08-03 18:17:45.363,
1179,SHIVAM SURGICAL DISTRIBUTORS,SASWAD,0,374,9730042590,,,,,,,0.00,1,,0.00,1,,
1180,SAMARTH MEDICAL,BORIPARDHI,0,403,,,,,,,,0.00,1,,0.00,1,,
1181,CRYSTALNEST DRUG STORE,KEDGAON,0,383,9890226699,,,,,,,0.00,1,,0.00,1,,
1182,NAVJEEVAN MEDICAL& GENERAL STORE KEDGAON,KEDGAON,0,383,9960986655,,,,,,,0.00,1,2019-05-06 18:50:52.000,0.00,1,2019-05-06 18:50:52.000,27ACEPK2503Q1ZG
1183,INDOCO REMEDIES LTD,URULI DEVACHI,0,305,9075039433,Indocop@yahoo.com,,,,,,0.00,1,2020-11-03 01:08:43.377,86438.00,1,2023-10-05 17:33:42.000,27AAACI0380C1Z3
1184,NAVJEEVAN MEDICAL.STORE BARAMATI,BARAMATI,0,372,,,,,,,,0.00,1,2019-09-17 18:51:25.857,0.00,1,2019-09-17 18:51:25.857,
1185,JANTA AGENCIES,AKLUJ,0,389,,,,,,,,0.00,1,,0.00,1,,
1186,SHREE MAHALAXMI TYRE HOUSE,SANGOLA,0,390,9423065627,,,,,,,0.00,1,2019-04-02 18:05:38.880,0.00,1,2019-04-02 18:05:38.880,27ADBFS0437K1Z1
1187,CIPLA LTD,WADKI,0,305,,,,,,,,0.00,1,2019-04-25 19:00:24.497,0.00,1,2023-10-05 17:50:45.000,27AAACC1450B1ZE
1188,KOTHARI AGENCIES,BARAMATI,0,372,,,,,,,,0.00,1,,0.00,1,,
1189,GURUDATTA AUTO SERVICE AND SPARE,KASURDI,0,433,9763908053,,,,,,,0.00,1,2017-08-01 17:24:01.547,0.00,1,2017-08-01 17:24:01.547,
1190,BADADE AGENCY,KARMALA,0,402,9890167303,,,,,,,0.00,1,,0.00,1,,
1191,VANDIT TRADELINK,URULI DEVACHI,0,305,,,,,,,,0.00,1,,1170.00,1,2019-06-10 13:33:20.000,
1192,JYOTIRLING AGENCIES,NIMBUT,0,391,9860722624,,,,,,,0.00,1,2017-08-11 17:49:22.687,0.00,1,2017-08-11 17:49:22.687,
1193,SHINGADE AUTOMOBILES,SANGOLA,0,390,7038464111,,,,,,,0.00,1,,0.00,1,,
1194,RAVI PHARMA,AKLUJ,0,389,9766940579,,,,,,,0.00,1,,0.00,1,,
1195,SNEHAL DISTRIBUTORS,PHALTAN,0,373,9822535349,,,,,,,0.00,1,2019-04-13 12:22:05.777,0.00,1,2019-04-13 12:22:05.777,
1196,SAI MEDISALES,JALOCHI,0,372,,,,,,,,0.00,1,2019-05-13 16:32:24.000,0.00,1,2019-05-13 16:32:24.000,
1197,SHIV AMRUT DUDH UTPADAK SANGH,AKLUJ,0,389,02185-224826,,,,,,,0.00,1,,0.00,1,,
1198,SATYALEELA DISTRIBUTORS,JADHAVWADI,0,470,9960427692,,,,,,,0.00,1,2019-04-19 19:56:44.363,0.00,1,2019-04-19 19:56:44.363,
1199,JATLA PHARMACEUTICALS,SOLAPUR,0,371,,,,,,,,0.00,1,,0.00,1,,
1200,SHREE KRISHNA ELECTRICAL,SANGOLA,0,390,8857052865,,,,,,,0.00,1,,0.00,1,,
1201,AJAY TYRES,BARAMATI,0,372,,,,,,,,0.00,1,,0.00,1,,
1202,PINAK TYRES,BARAMATI,0,372,,,,,,,,0.00,1,2019-04-02 19:31:29.013,680.00,1,2019-04-02 19:31:29.013,27AAEFP6738Q1ZF
1203,MISHRILAL AND SONS.,BARAMATI,0,372,9890160369,,,,,,,0.00,1,2019-04-02 15:47:15.000,0.00,1,2019-04-02 15:47:15.000,27AAKFM0279R1ZI
1204,SHRI AUTO AGENCIES,INDAPUR,0,381,,,,,,,,0.00,1,,0.00,1,,
1205,SAI AUTOMOBILES,PHALTAN,0,373,,,,,,,,0.00,1,2019-04-02 19:32:18.790,60.00,1,2019-04-02 19:32:18.790,27AHVPP1054D1Z7
1206,NAVGAURI TYRES,BARAMATI,0,372,,,,,,,,0.00,1,2019-04-02 19:33:26.857,0.00,1,2019-04-02 19:33:26.857,27ABBPO4674L1Z7
1207,SAMEER AUTOMOBILES,BHIGWAN,0,388,9890949715,,,,,,,0.00,1,2020-09-29 19:14:43.413,0.00,1,2020-09-29 19:14:43.413,
1208,SHRI ENTERPRISES,BILAL NAGAR,0,371,9766033083,,,,,,,0.00,1,2019-07-08 14:45:45.087,0.00,1,2019-07-08 14:45:45.087,
1209,RAMA TYRES,INDAPUR,0,381,,,,,,,,0.00,1,,0.00,1,,
1210,RENUKAMATA ENTERPRISES,NIRA,0,377,,,,,,,,0.00,1,,0.00,1,,
1211,JAYESH TYRES & SERVICES,YAVAT,0,387,,,,,,,,0.00,1,,0.00,1,,
1212,ANKITA TYRES,BARAMATI,0,372,,,,,,,,0.00,1,,0.00,1,,
1213,JAI MALHAR TYRES,SAKURDE,0,386,,,,,,,,0.00,1,,0.00,1,,
1214,LENGREKAR TYRES PHALTAN,PHALTAN,0,373,9420480226,,,,,,,0.00,1,2019-05-28 16:45:03.000,0.00,1,2019-05-28 16:45:03.000,
1215,TUSHAR TYRES,URULI KANCHAN,0,432,,,,,,,,0.00,1,,0.00,1,,
1216,BOBBY TYRES,BHIGWAN,0,388,9422088482,,,,,,,0.00,1,2019-04-22 11:33:44.307,0.00,1,2019-04-22 11:33:44.307,
1217,INDAPUR DAIRY & MILK,INDAPUR,0,381,,,,,,,,0.00,1,2019-04-04 13:38:13.513,0.00,1,2019-04-04 13:38:13.513,27AABCI1700R1ZH
1218,J.K TYRE,URULI DEVACHI,0,305,,,,,,,,0.00,1,2019-03-16 13:11:05.357,80548.00,1,2023-10-05 18:01:57.000,27AASPT9481G1ZR
1219,VIRAJ TYRES,NIRA,0,377,,,,,,,,0.00,1,,0.00,1,,
1220,NATIONAL TYRES,JEJURI,0,375,,,,,,,,0.00,1,,0.00,1,,
1221,NIKITA PETROLIYAM,INDAPUR,0,381,,,,,,,,0.00,1,,0.00,1,,
1222,SAI TYRES,KASHTI,0,434,,,,,,,,0.00,1,,0.00,1,,
1223,SHIVAM TRADERS,BORI PARDHI,0,403,,,,,,,,0.00,1,,0.00,1,,
1224,GURUDATTA TYRES,YAVAT,0,387,,,,,,,,0.00,1,,0.00,1,,
1225,SANCHITI TYRES,BARAMATI,0,372,,,,,,,,0.00,1,,0.00,1,,
1226,SUN GRAPHICS,PHALTAN,0,373,8806780088,,,,,,,0.00,1,,0.00,1,,
1227,KIRTI PRINTING PRESS,BARAMATI
,0,372,9423224418,,,,,,,0.00,1,,0.00,1,,
1228,PANKAJ MUDRANALYA,PHALTAN,0,373,9422404878,,,,,,,0.00,1,,0.00,1,,
1229,OCEAN LIFECARE PVT.LTD,PHURSUNGI,0,305,,,,,,,,0.00,1,,0.00,1,,
1230,PHARM DEAL,BHEKRAI NAGAR,0,305,9623457794,,,,,,,0.00,1,2019-04-02 15:57:51.000,0.00,1,2023-10-05 14:23:52.000,27AAHFM6518N1ZR
1231,GANGOTARI HOSPITAL,RASHIN,0,406,,,,,,,,0.00,1,,0.00,1,,
1232,SHREE GANESH TRADERS,NIMGAON KETKI,0,435,,,,,,,,0.00,1,2017-08-02 16:52:15.810,0.00,1,2017-08-02 16:52:15.810,
1233,NEW VAMA INTERNATIONAL,WADKI,0,305,,,,,,,,0.00,1,,0.00,1,,
1235,PRABHA AGENCIES,KARJAT,0,382,9422645423,,,,,,,0.00,1,,0.00,1,,
1236,NEW VARDHAMAN AUTOMOBILES,KARMALA,0,402,,,,,,,,0.00,1,,0.00,1,,
1237,ASUS PHARMA,WADKI,0,305,9881275157,,,,,,,0.00,1,,0.00,1,,
1238,VARAD MEDICAL,KARMALA,0,402,,,,,,,,0.00,1,,0.00,1,,
1239,ANUPAM LOGISTIC,PHURSUNGI,0,305,7744067242,,,,,,,0.00,1,,0.00,1,,
1240,SURYA TYRES,BHEKARAI NAGAR,0,305,,,,,,,,0.00,1,,0.00,1,,
1241,APOLLO TYRES LTD,LONI,0,305,9226602288,,,,,,,0.00,1,2019-04-25 12:10:08.470,352988.00,1,2875-04-01 00:00:00.000,27AAACA6990Q1ZY
1242,SHREE BALAJI MEDICAL STORE,JUNONI,0,407,,,,,,,,0.00,1,2019-04-22 15:41:26.100,0.00,1,2019-04-22 15:41:26.100,27BASPS1199F1Z2
1243,SAISATYAM DOORS,URULI DEVACHI,0,305,9623600874,,,,,,,0.00,1,2017-08-11 12:22:36.653,0.00,1,2017-08-11 12:22:36.653,
1244,SHIVMALHAR PLYWOOD,SANGOLA,0,390,,,,,,,,0.00,1,,0.00,1,,
1245,FDC LIMITED,"F D C LIMITED

HOUSE NO 2226, GUT NO 1232 WARD NO 2 10TH MILE,

PUNE-SASWAD ROAD, VILL WADKI TAL HAVELI, PUNE,

MAHARASHTRA, 412308",0,305,7506570263,,,,,,,0.00,1,2022-01-04 14:52:38.037,427923.65,1,2023-10-05 17:24:36.000,27AAACF0253H1ZO
1246,LIFE LINE DISTRIBUTORS,SANGOLA,0,390,,,,,,,,0.00,1,,0.00,1,,
1247,C P F C,WAGHOLI,0,305,,,,,,,,0.00,1,,0.00,1,,
1248,VIJAY TRADING,KARMALA,0,402,,,,,,,,0.00,1,,0.00,1,,
1249,MERINO INDUSTRIES LTD,MANTARWADI,0,305,,,,,,,,0.00,1,,0.00,1,,
1250,MAHARASHTRA PLYWOOD AND GLASS CENTRE,PHALTAN,0,373,9850294753,,,,,,,0.00,1,2021-11-01 17:11:23.743,210.00,1,2021-11-01 17:11:23.743,
1251,LAXMI AUTOMOBILES,LONAND,0,376,9975473811,,,,,,,0.00,1,2019-04-23 19:17:38.517,900.00,1,2019-04-23 19:17:38.517,
1252,PSG INDUSTRIAL INSTITUTE,PHURSUNGI,0,305,9923990183,,,,,,,0.00,1,,0.00,1,,
1253,KRISHIDHAN ENTERPRISES,NIRA,0,377,,,,,,,,0.00,1,,0.00,1,,
1254,JAGJIT AGENCIES IND PVT.LTD,PHURSUNGI,0,305,"9371828040,9422514144",,,,,,,0.00,1,,0.00,1,,
1255,DIGVIJAY AUTOMOBILES,LONAND,0,376,9421683649,,,,,,,0.00,1,,0.00,1,,
1256,JIVAN ELECTRICAL,SASWAD,0,374,,,,,,,,0.00,1,,0.00,1,,
1257,TEXMO PIPES & PRODUCTS LTD,MANTARWADI,0,305,,,,,,,,0.00,1,,0.00,1,,
1258,JAIHIND HARDWARE,SASWAD,0,374,9527751515,,,,,,,0.00,1,2019-12-12 16:04:19.890,0.00,1,2019-12-12 16:04:19.890,
1259,PREMIUM CHICK FEED PVT LTD DAUND,DAUND,0,410,,,,,,,,0.00,1,,0.00,1,,
1260,AVIOR MARKETING ,WADKI,0,305,,,,,,,,0.00,1,2019-03-16 12:15:28.400,0.00,1,2019-06-10 14:15:29.000,27ACBPP1893R1ZT
1261,VIKAS POPATLAL CHHAJED,KEDGAON,0,383,,,,,,,,0.00,1,,0.00,1,,
1262,PRADEEP AUTOMOTIVEPVT LTD,KATRAJ ,0,305,8055670440,,,,,,,0.00,1,,0.00,1,,
1263,MANIK AUTOMOBILE,PHALTAN,0,373,9422277357,,,,,,,0.00,1,,0.00,1,,
1264,ASHOK PANDIT ,BARAMATI,0,372,,,,,,,,0.00,1,,0.00,1,,
1265,YASH PHARMACEUTICALS,PUNE,0,305,9822437272,,,,,,,0.00,1,,0.00,1,,
1266,SANKET AUTOMOBILES.,DHOKRAI PHATA,0,480,9423164214,,,,,,,0.00,1,2019-07-13 20:12:47.670,0.00,1,2019-07-13 20:12:47.670,
1267,SANDEEP PLY & HARDWARE,SASWAD,0,374,9922679138,,,,,,,0.00,1,,0.00,1,,
1268,GANESH PLASTICS,PUNE,0,305,9850876754,,,,,,,0.00,1,2022-10-17 16:25:10.957,0.00,1,2022-10-17 16:25:10.957,
1269,RAMDAS NURSERY,WALCHANDNAGAR,0,397,9975397262,,,,,,,0.00,1,2017-08-03 18:14:17.663,0.00,1,2017-08-03 18:14:17.663,
1270,C R I PUMPS PVT LTD,WADKI,0,305,,,,,,,,0.00,1,,0.00,1,,
1271,SAMARTH ELECTRICALS(M),MANGALWEDHA,0,393,,,,,,,,0.00,1,2019-04-30 15:03:08.790,1320.00,1,2019-04-30 15:03:08.790,27AMTPK2025N1ZL
1272,UNIQUE HOME APPLIANCES LLP,PUNE,0,305,,,,,,,,0.00,1,,0.00,1,,
1273,ARUNA HP GAS AGENCY ,PANDHARPUR,0,394,9422374766,,,,,,,0.00,1,,0.00,1,,
1274,HEMRAJ AUTOMOBILES,BARAMATI,0,372,9822262975,,,,,,,0.00,1,2019-04-08 15:21:40.183,220.00,1,2019-04-08 15:21:40.183,27AEKPM4536M1ZZ
1275,LONKAR AUTOMOBILE,PUNE,0,305,9422351879,,,,,,,0.00,1,,0.00,1,,
1276,SIDDHIVINAYAK AUTOMOBILES,YAVAT,0,387,9987490597,,,,,,,0.00,1,,0.00,1,,
1277,SIDDHINATH ENG WORKS,INDAPUR,0,381,9623395444,,,,,,,0.00,1,,0.00,1,,
1278,LODHA DISTRIBUTORS,BARAMATI,0,372,,,,,,,,0.00,1,,0.00,1,,
1279,BANGA TYRES,PUNE,0,305,02132242315,,,,,,,0.00,1,2019-03-16 12:28:53.190,0.00,1,2023-10-05 17:54:41.000,27AAVPB1105A1ZD
1280,NIL ENTERPRISES,BARAMATI,0,372,9860404001,,,,,,,0.00,1,,0.00,1,,
1281,AMAR MEDICALS.,BARAMATI,0,372,,,,,,,,0.00,1,2019-10-01 12:52:04.150,0.00,1,2019-10-01 12:52:04.150,
1282,SHREE DATA AGENCIES,AKLUJ,0,389,,,,,,,,0.00,1,,0.00,1,,
1283,ARUN PHARMA.,AKLUJ,0,389,,,,,,,,0.00,1,2019-06-21 14:36:00.220,0.00,1,2019-06-21 14:36:00.220,
1284,ARISTO  PHARMACEUTICAIS PRIVATE LIMITED,"SASWAD ROAD,WADKI 412308",0,305,,,,,,,,0.00,1,2020-02-08 16:56:19.600,144569.00,1,2023-10-05 16:57:05.000,27AAACA4495N1Z8
1285,K B COLOUR WORLD,SANGOLA,0,390,,,,,,,,0.00,1,,0.00,1,,
1286,LAXMINARAYAN AUTOMOBILE ,AKLUJ,0,389,9922190192,,,,,,,0.00,1,,0.00,1,,
1287,PARTS PARADISE,PUNE,0,305,9822502844,,,,,,,0.00,1,,0.00,1,,
1288,SATGURU AUTOMOBILES,PHALTAN,0,373,9823555942,,,,,,,0.00,1,,0.00,1,,
1289,NIPPON PAINT (INDIA) PRIVATE LTD,PUNE,0,305,,,,,,,,0.00,1,2019-03-16 16:43:07.247,0.00,2,2023-10-05 16:50:29.000,27AACCN2352F1ZQ
1290,GANESH PAINTS,PANDHARPUR,0,394,,,,,,,,0.00,1,,0.00,1,,
1291,VARSHA TYRE,CHAUFULLA,0,404,,,,,,,,0.00,1,,0.00,1,,
1292,SAI SERVICE SPARES AND ACCESSORIES PVT.LTD,URULI DEVACHI,0,305,9764460300,,,,,,,0.00,1,,0.00,1,,
1293,MORYA AUTOMOBILES(MALEGAON),MALEGOAN,0,436,9850442402,,,,,,,0.00,1,2017-08-03 16:52:38.000,0.00,1,2017-08-03 16:52:38.000,
1294,MAHALAXMI MOTORS,PHALTAN,0,373,7276776277,,,,,,,0.00,1,,0.00,1,,
1295,NEW PANSARE AUTOMOBILES,PATAS,0,405,9423094947,,,,,,,0.00,1,,0.00,1,,
1296,SYNERGIA FOODS LLP,GHOLAPWADI,0,,9767248250,,,,,,,0.00,1,,0.00,1,,
1297,SHRI GANESH CLOTHING CO.,PHURSUNGI,0,305,,,,,,,,0.00,1,,0.00,1,,
1298,MAULI SPORTS,SHRIGONDA,0,400,9175582220,,,,,,,0.00,1,,0.00,1,,
1299,SHIVSHAKTI IRRIGATORS,KARMALA,0,402,,,,,,,,0.00,1,2019-11-26 18:10:37.660,7380.00,1,2019-11-26 18:10:37.660,
1300,AJIT AGENCY,PHALTAN,0,373,,,,,,,,0.00,1,,0.00,1,,
1301,DOSHI MEDICAL,NATEPUTE,0,392,,,,,,,,0.00,1,,0.00,1,,
